416,Sind Taiko an Art vo japanischa Musiginstrument?,Ostschweiz
205,Zu welem Bundesstaat ghört d Penn State Universität?,Ostschweiz
269,Isch de Barack Obama Demokrat?,Ostschweiz
395,Wer het de Almanach vom alta Puur gschriba?,Ostschweiz
424,Wer isch dr Bürgermeister vo Berlin?,Ostschweiz
267,Us welem Land chunt dr Erfinder vo Miffy?,Ostschweiz
494,Weli Sprocha werden in Estland gredet?,Ostschweiz
100,List alli australischa Metalcore-Bands uuf.,Ostschweiz
96,"List alli Unternehma uuf, wo in dr Werbig tätig sind.",Ostschweiz
100,List alli australischa Metalcore-Bands uuf.,Ostschweiz
328,Spielt de Neymar für Real Madrid?,Ostschweiz
