441,Wela Informatikr hät en Oscar gwunna?,Graubünden
40,Tuan alli Kosmonauta uflista.,Graubünden
373,Wer hät das Lied Hotel California gschrieba?,Graubünden
5,In welna Ländr hät es Ort mit meh als zwei Höhla?,Graubünden
309,Wer isch de Sohn vu Sonny und Cher?,Graubünden
434,Zu welra Klassa ghört de Tusigfüasslr?,Graubünden
391,Wer hät Titlmelodie vu Game of Thrones gschrieba?,Graubünden
284,List alli Spiel vu GMT uf.,Graubünden
341,Tua alli Büachr us Asimovs Foundation-Seria uflista.,Graubünden
234,Was isch z'letschta Werk vum Dan Brown?,Graubünden
