82,Wie viel Kohlehydrat hät Erdnussbutter?,Zürich
84,Wie viel Agstellti hät Google?,Zürich
85,"List alli Schauspieler uf, wo in Berlin gebore sind.",Zürich
91,Wänn sind dHells Angels gründet worde?,Zürich
92,Wie höch isch sNettoikomme vo Apple?,Zürich
95,Für welli Musicals hät de Leonard Bernsetein dMusig gschriebe?,Zürich
102,List alli Forme vo Essstörig uf.,Zürich
106,Isch dMargaret Thatcher Chemikerin gsi?,Zürich
107,Welli US-Staate lieged i de gliche Ziitzone wie Utah?,Zürich
109,Welles Land hät die meiste offizielle Sprache?,Zürich
