120,Welle Dichter het die meiste Bücher gschribe?,Zentralschweiz
123,I wellene Film het de Clint Eastwood Regie gführt und mitgspilt?,Zentralschweiz
126,Wie vill Fluglinie ghöred zur Star Alliance?,Zentralschweiz
128,Wer het d Tribute vo Panem gschribe?,Zentralschweiz
129,Für welles Label het de Elvis siis erste Album ufgnoo?,Zentralschweiz
130,Spilt de Christian Bale in Batman Begins mit?,Zentralschweiz
132,Welle Schauspiiler het i de meiste Film mitgspilt?,Zentralschweiz
256,Wer het de Soundtrack zum Film Titanic vom Camerons gschribe?,Zentralschweiz
257,Wie lang gaht de Film Toy Story?,Zentralschweiz
261,Wer isch de Bürgermeister vo Paris?,Zentralschweiz
