351,Wia haisst dia längsti Bruck?,Graubünden
240,In wellem Johr isch d Rachel Stevens gebora?,Graubünden
389,In wellem Land entspringt dr Ganges?,Graubünden
529,Us was bestoht d Atmosphära vum Mond?,Graubünden
503,Welli Sprocha werdend in Pakistan gredet?,Graubünden
260,Wer isch dr Nochfolger vum John F. Kennedy gsi?,Graubünden
185,Wer isch dr schwersti Spieler vu da Chicago Bulls?,Graubünden
105,In wiaviel Film het dr Leonardo DiCaprio mitgspielt?,Graubünden
76,Wo isch dr JFK ermordet worda?,Graubünden
140,Wenn sind d Darsteller vur Fernsehserie Charmed gebora?,Graubünden
