388,List aui kanadische Grunge Plattelabels uf.,Bern
390,Wer isch dr Gründer vo Penguin Books?,Bern
399,Isch ds Rita Wilson d‘Ehefrou vom Tom Hanks?,Bern
400,Ih welne Länder redä d‘Mönsche japanisch?,Bern
401,Wele Fium vom Tim Burton hät da gröschte Budget?,Bern
413,Wieviu Goudmedaillie het dr Michael Phelps bi dr Olympische Spiu 2008 gwunne?,Bern
415,Wele Bruef het dr Frank Herbert?,Bern
427,Ih welem Land isch dr Bill Gates ufd Wäut cho?,Bern
428,Wieviu Enkelchind het dr Jacques Cousteau gha?,Bern
430,Weli Monarchä usem Vereinigte Chönigriich sy mit me Düütsche ghürate gsy?,Bern
