192,Isch Cola es Getränk?,Zentralschweiz
194,Wer het d Säule vo de Welt gschribe?,Zentralschweiz
199,Wer het Wikipedia entwicklet?,Zentralschweiz
200,Wie heisst de höchsti Berg in Sachse,Zentralschweiz
201,Wer isch momentan Finanziminster in Düütschland?,Zentralschweiz
202,Zu wellem Land ghört Mekka?,Zentralschweiz
203,Wer het de Gus Fring in Breaking Bad gspillt?,Zentralschweiz
207,Wie heisst de Trainer vom IIshockeyteam us Ankara?,Zentralschweiz
209,Wer het de Batman erfunde?,Zentralschweiz
216,Wie vill Ihwohler het Mexiko City?,Zentralschweiz
