483,Wänn isch de Erfinder vo Dracula gstorbe?,Zürich
187,Welles isch sgrösste Land vode Welt?,Zürich
110,Wie viel Mensche schaffed bi FDNY?,Zürich
508,Wer isch Scarface gnännt worde?,Zürich
497,Wer isch de Vater vo Queen Elizabeth II gsi?,Zürich
340,Isch de Baikalsee grösser als de Grosse Bärensee?,Zürich
361,Wie heissed dEnkelkinder vom Elvis Presley?,Zürich
159,Hät dNeuuflag vo Battlestar Galactica meh Episode als die alte Serie?,Zürich
393,I wellere Stadt isch de John F. Kennedy gstorbe?,Zürich
17,Welli Organisation isch 1950 gründet worde?,Zürich
