458,Wia viel Johr het Ford ds Modell T hergstellt?,Graubünden
218,Wer isch der erscht König vo England gsi?,Graubünden
495,Lischt alli kritisch gföhrdeta Vögel uf.,Graubünden
19,Wer isch am Bord vo Apollo 14 gsi?,Graubünden
37,Wo isch Hiller Slovak gstorba?,Graubünden
537,Welches Museum stellt der Schrei vo Munch us?,Graubünden
505,Wer het an der  Apollo 11-Mission teilgnoh?,Graubünden
119,Welles isch der högschti Berg?,Graubünden
284,Lischt alli Spiel vo GMT uf.,Graubünden
412,Butch Otter isch der Governeur vo wellem US-Staat?,Graubünden
