504,Mit wem isch d Tochter vum Bill Clinton verhürotet?,Graubünden
345,Wiaviel Menscha leben in Eurasia?,Graubünden
416,Sind Taiko a Art vu japanischa MusiKinstrument?,Graubünden
346,Wia präsentiart d BBC d Wildlife Specials?,Graubünden
423,Wia isch ds Geburtstagsdatum vur Angela Merkel?,Graubünden
179,Isch dr Darth Vader dr Papi vom Luke?,Graubünden
438,Wia heisst dr höchsti Ort vu Karakoram?,Graubünden
204,In wellam Land entspringt dr Nil?,Graubünden
543,Welli Brauerei gits in Nordrhein Westphalen?,Graubünden
301,Wia viel Sprocha werden in Turkmenistan gredat?,Graubünden
