233,Lebt de Frank Herbet no?,Zürich
235,Wo isch dSungkyunkwan Universität?,Zürich
238,Wer hät Slack entwicklet?,Zürich
239,Vo wo chunt de Carolina Reaper?,Zürich
242,Wie heisst dEhefrau vom Präsident Lincoln Mary?,Zürich
245,A wellere Universität hät dAngela Merkel studiert?,Zürich
246,Für welli Musicals hät de Elton John dMusig gschriebe?,Zürich
250,Welli Firme produziered Luftchüssifahrzüg?,Zürich
252,Zu wellere Spezie ghöred Elefante?,Zürich
253,Wie viel Mensche lebed ide Hauptstadt vo Australie?,Zürich
