395,Wer hät de Almanach vum alta Bur gschrieba?,Graubünden
366,An wa isch de Bruce Carver gstorba?,Graubünden
518,Wora isch de Abraham Lincoln gstorba?,Graubünden
13,Weli andri Waffa si vum Designr vu dr Uzi entwicklet worda?,Graubünden
133,"Tua alli Ländr uflista, wo meh als zwei offizielli Landessproche hen.",Graubünden
280,"Tua alli Schauspielr uflista, wo in de Film, untr dr Regie vu William Shatner, mitgspielt hen.",Graubünden
280,"Tua alli Schauspielr uflista, wo in de Film, untr dr Regie vu William Shatner, mitgspielt hen.",Graubünden
338,Hen Urdu und Persisch gmeinsami Wurzla?,Graubünden
461,Wer isch d'Ehefrau vum Präsident Lincoln gsi?,Graubünden
421,Weli Flughäfa gits in Kalifornia (USA)?,Graubünden
296,Wer isch mitm Präsident Chirac verhürotet gsi?,Graubünden
133,"Tua alli Ländr uflista, wo meh als zwei offizielli Landessprocha hen.",Graubünden
