171,Zu wellem Bundesstaat ghört Fort Knox?,Zürich
172,List alli Städte mitere Iwohnerzahl grösser als 100000 in New Jersey uf.,Zürich
174,List alli B-Siite vode Ramones uf.,Zürich
177,List die siebe Könige vo Rom uf.,Zürich
178,"List alli Mensche uf, wo in Wien gebore und in Berlin gstorbe sind.",Zürich
180,List alli Brauereie in Australie uf.,Zürich
183,Wer hät dFilm produziert wo dNatalie Portmann mitspielt?,Zürich
184,List alli Züchtige vom Deutsche Schäferhund uf.,Zürich
188,Wie heisst die grössti Stadt in Amerika?,Zürich
189,Welle Papst hät Vatican Television erfunde?,Zürich
