1,Wer het Skype entwickled?,Zentralschweiz
2,Welli Persine sind in Heraklion gboore?,Zentralschweiz
6,Wo isch de Abraham Lincoln gstorbe?,Zentralschweiz
10,Liste alli dänische Film uf.,Zentralschweiz
14,Wem ghöred d Universal Studios?,Zentralschweiz
16,Welli Monarche sind mit Düütsche verhüratet gsi?,Zentralschweiz
18,Wer isch de Erfinder vo Captain America?,Zentralschweiz
20,Wer hät d Säule der Welt gschribe?,Zentralschweiz
21,Welle US-Bundestaat het die höchsti Bevölkerigsdichti?,Zentralschweiz
23,Liste alli Trompetenspieler uf wo Bandleader vonere Band gsi sind.,Zentralschweiz
