459,Wenn isch de Carlo Guliani erschosse worde?,Zürich
463,Isch d Pamela Anderson Veganerin?,Zürich
487,Welli Büecher het d Danielle Steel gschribe?,Zürich
488,Wer isch vom Socrates beiflusst worde?,Zürich
491,Welli professionelle Surfer sind in de Philippine gebore worde?,Zürich
492,Wer sind d Eltere vo de Queen Victoria gsi?,Zürich
493,Gits irgendwelchi Schlösser i de Vereinigte Staate?,Zürich
496,Welli Länder sind durch de Rhii verbunde?,Zürich
533,"Zeig mir die offizielle Internetsiite vo de Schauspiiler, wo bi Charmed mitgspillt hend.",Zürich
536,"Liste alli friesische Insle uf, die zu de Niderlande ghöred.",Zürich
