9,Was ischd Amtsproch vo da Philippina?,Graubünden
40,Lischt mer alli Kosmonauta uf,Graubünden
190,Wer het Ceres entdeckt?,Graubünden
473,"Lischt mer alli Autos uf, wo in Dütschland produziart werdend.",Graubünden
537,Welles Museum stellt dr Schrei vo Munch us?,Graubünden
13,Welli andera Waffa sind vo da Designer vor Uzi entwicklet worda?,Graubünden
552,Wia viel Unternehma het dr Gründer vo Facebook gründet?,Graubünden
457,Vo wellem Bundesstaat isch der Sean Parnell Gouvernör?,Graubünden
274,Was isch am Donald Trump sis Hauptgschäftsfeld?,Graubünden
518,Wo isch der Abraham Lincoln gstorba?,Graubünden
