443,"Liste alli Schriftsteller uf, wo en Nobelpriis gwunne hend.",Zentralschweiz
367,Welli Tochtergsellschaft vo de Lufthansa flüügt Dortmund und Berlin Tegl ah?,Zentralschweiz
58,Welli Insle ghöred alles zu Japan?,Zentralschweiz
240,I wellem Jahr isch d Rachel Stevens gebore?,Zentralschweiz
98,Wer het de John Lennon tötet?,Zentralschweiz
117,Welli Politiker sind Methodiste?,Zentralschweiz
259,Welli Erlektronikunternehme sind in Peking gründet worde?,Zentralschweiz
259,Welli Erlektronikunternehme sind in Peking gründet worde?,Zentralschweiz
7,Welli Flughäfe werdet vo de Air China ahgfloge?,Zentralschweiz
142,Liste alli Seee in Dänemark uf.,Zentralschweiz
162,Welli griechische Parteie sind proeurpäisch ihgstellt?,Zentralschweiz
