83,Wär het am meischte Fiume produziert?,Bern
371,Ih welere Stadt lebt dr Sylvester Stallone?,Bern
272,Wie gross ischd Flächi vu Nordrhy Westpfahle?,Bern
17,Weli Organisationä sy 1950 gründet wordä?,Bern
410,Wie heisst dr höchscht Bärg ds Dütschland?,Bern
479,List aui tschechische Fiume uf.,Bern
462,Wieviu Priisä het dr Bertrand Russel gwunnä?,Bern
391,Wär het d‘Titumelodie vo Game of Thromes gschriibä?,Bern
422,Was sy d‘Spitznäme vo San Francisco?,Bern
489,Wie tüüf isch dr Chiemäsee?,Bern
