282,Uf wellem Platz staht Dütschland gmesse ade Bevölkerigsdichti?,Zürich
286,I wellere Stadt isch de Nikos Kazantzakis gstorbe?,Zürich
291,I wellere Ziitzone isch Rom?,Zürich
292,Wie höch isch de Lüchtturm in Colombo?,Zürich
295,Welli isch die grösst Stadt in Australie?,Zürich
297,Welli Regierigsform isch in Südafrika gründet worde?,Zürich
298,Wie höch isch de Yokohoma Marine Tower?,Zürich
299,Welli Fiirtig werded uf de Welt gfiiret?,Zürich
303,Hät de Kausrismäki jemals de Grand Prix vo Cannes gunne?,Zürich
307,Was isch de Geburtsort vom Frank Sinatra?,Zürich
