271,Us wellere Region stammt dMelon de Bourgogne?,Zürich
122,Welle Musiker hät die meiste Büecher gschriebe?,Zürich
195,Welli Flughäfe flügt Yeti Airlines ah?,Zürich
139,Wie viel Politiker  händ ah de Columbia University ihre Abschluss gmacht?,Zürich
89,Wie viel Mission hät Soyuz-Programm?,Zürich
336,Wie viel hät Pulp Fiction kostet?,Zürich
66,Wo hät de Architekt vom Eiffelturm studiert?,Zürich
268,Wo hät dHeineken Brauerei ihre Sitze?,Zürich
268,Wo hät dHeineken Brauerei ihre Sitz?,Zürich
182,Tuen alli Fuessballverein us Spanie ufliste.,Zürich
340,Isch de Baikalsee grösser als de Grosse Bärensee?,Zürich
