135,Welli Lieder hät Brucse Springsteen zwüsched 1980 und 1990 veröffentlicht?,Zürich
137,Wänn isch Lettland de EU bitrettet?,Zürich
146,I wellne Länder chan mer mit westafrikanische CFA Franc zahle?,Zürich
149,Welli Organisationen sind 1930 gründet worde?,Zürich
150,Wie isch de Geburtsname vode Angela Merkel?,Zürich
152,Welli Waffe hät Heckler & Koch entwicklet?,Zürich
157,List alli Episode vode erste Staffle vode HBO-Fernsehserie The Sopranos uf.,Zürich
167,Wie viel Programmiersprache gits?,Zürich
168,"Welli Schachspieler sind am gliche Ort gstorbe, wo sie gebore sind?",Zürich
169,Wem ghört Facebook?,Zürich
