254,In welem alta riich sind Kakaobohna Zahligsmittel gsi? ,Graubünden
17,Was für a Organisation isch im Johr 1950 gründet worda? ,Graubünden
348,In wellem Land ligt dr Mount Everest?,Graubünden
534,Wia viel Kaloria hät as Baguette? ,Graubünden
309,Wär isch dr Sohn vu Sonny und Cher,Graubünden
32,Säg alli Schriftssteller wo dr Nobelpriis gwunna hend,Graubünden
32,Säg alli Schriftssteller wo dr Nobelpriis gwunna hend?,Graubünden
420,Welli Länder händ Ortschafta mit meh als zwai höhlana? ,Graubünden
145,Wär isch dr manager vu Real Madrid?,Graubünden
153,Welli Stadt i Dütschland isch flächamässig dia klinsti?,Graubünden
285,Welli Sproch wird offiziell in Surinami gredet? ,Graubünden
