214,wo hets britische parlament ihren sitz?,Ostschweiz
416,sind taiko e art vu japanische musikinstrument?,Ostschweiz
30,wie heisst de grösst spieler vu de atlanta falcons?,Ostschweiz
217,wenn isch di füft republik i frankrisch gründet worde?,Ostschweiz
458,vor wivil johr isch s Ford Modell T hergstellt worde?,Ostschweiz
444,zell di englishe schaupieler uf wo in Lovesick mitspilend,Ostschweiz
470,wer redet de Bart Simpson?,Ostschweiz
344,wer het d Brookly Brücke entworfe?,Ostschweiz
143,wivil kind het de Eddie Murphy?,Ostschweiz
443,zell alli schrifstelle uf wo en Nobelpris gwunne hend,Ostschweiz
