358,I wellere britische Stad het de MI6 siis Hauptquartier?,Zentralschweiz
359,Wer het Family Guy erfunde?,Zentralschweiz
360,I wellere Stadt endet d Rout 66?,Zentralschweiz
362,Wenn het sich d Ming Dynastie ufglööst?,Zentralschweiz
368,Het de Sterbeort von Abraham Lincoln en Internetsiite?,Zentralschweiz
370,Isch d Michelle Obama d Ehefrau vom Brack Obama?,Zentralschweiz
372,Welli Büecher vom Kerouac sind vo Viking Press veröffentlicht worde?,Zentralschweiz
379,Wie vill Sprache werdet in Kolumbie gsproche?,Zentralschweiz
380,Wie heisst d Währig vo Tschechie?,Zentralschweiz
381,Wo in Frankriich wird Champagner hergstellt?,Zentralschweiz
