385,Zeig mir di Autobiographie vom Hemigway?,Zentralschweiz
386,Wie gross isch d Amazon Eve?,Zentralschweiz
431,List all argentinische Film uf.,Zentralschweiz
432,Wie isch de Michael Jackson gstorbe?,Zentralschweiz
433,Welle US-Bundesstaat isch als letschte anerkannt worde?,Zentralschweiz
435,Gib mir d Internetpräsenz von Forbes.,Zentralschweiz
447,Welle US-Bundestaathet die höchsti Bevölkerigsdichti?,Zentralschweiz
449,Wie isch d Vorwahl vo Berlin?,Zentralschweiz
453,Wie vill Mönd het de Mars?,Zentralschweiz
454,Wie isch de echti Name vom Batman?,Zentralschweiz
