345,Wia viel Menscha leben in Eurasia?,Ostschweiz
324,Wer het d Musig für Harold und Maude gschrieba?,Ostschweiz
465,Weli dütscha Städt hen meh als 250000 Iiwohner?,Ostschweiz
411,Weli amerikanischa Präsidenta sind während em Vietnamchriag im Amt gsi?,Ostschweiz
193,An welera Universität het dia dütsch Kanzlerin Angela Merkel gstudiart?,Ostschweiz
326,Weli Stadt het dia wenigsta Iiwohner?,Ostschweiz
39,"List alli Schwimmer uuf, wo in Moskau gebora sind.",Ostschweiz
434,Zu welera Klass ghört dr Tuusigfüassler?,Ostschweiz
342,Wo isch dr Bach gebora?,Ostschweiz
277,Wia viel Iiwohner het dr Irak?,Ostschweiz
