557,Wia hend dia drei Schiff vum Kolumbus gheissa?,Graubünden
230,Wer het World of Warcraft entwicklet?,Graubünden
222,Isch Pferderenna a Sport?,Graubünden
65,Wer isch de Governeur vu Wyoming?,Graubünden
486,Wem khört de Aldi?,Graubünden
499,Tuan alli amerikanischa Präsidenta vu da letschta 20 Johr uflista,Graubünden
504,Mit wem isch d Tochter vum Bill Clinton verhürotet?,Graubünden
529,Us was bestoht d Atmosphära vum Mond?,Graubünden
158,Für was stoht ICRO?,Graubünden
206,Welles isch ds gröschta Stadion in Spania?,Graubünden
