68,Welli Schauspiiler sind alles nach 1950 in Paris gebore?,Zentralschweiz
396,Wie heisst die chinesischi Währig?,Zentralschweiz
316,Für was staht IYCM?,Zentralschweiz
405,Wie heist de letschti Film mitem Alec Guiness?,Zentralschweiz
439,Wenn isch Finnland de EU biiträte?,Zentralschweiz
473,Welli Autos sind in Düütschland produziert worde?,Zentralschweiz
344,Wer het d Brooklyn Bridge entworfe?,Zentralschweiz
437,Wer het de Sturm im Meer von Galiläa gmalet?,Zentralschweiz
191,Wie heisst de König vo Holland?,Zentralschweiz
182,List alle Fuesballverein us Spanie uf.,Zentralschweiz
