417,Wiaviel Sitzplätz hät ds Heimstadion fum FC Porto?,Graubünden
278,Wia viel Iwohner hät dia grösst Stadt fu Kanada?,Graubünden
425,Welli Länder fur Europäischa Union hend dr Euro?,Graubünden
486,Wwm ghört dr Aldi?,Graubünden
429,Mach a Lista fu allna Profiskater us Schweda.,Graubünden
402,Welles Museum in New York hät dia meista Bsuachenda?,Graubünden
507,Tuan miar alli B-Sitana fu da Ramones uflista.,Graubünden
361,Wia heissen d Enkelkinder fum Elvis Presley?,Graubünden
4,Wer isch dr Bürgermeister in New York?,Graubünden
293,Wer alles hät an The Wall fu Pink Floyd mitgschrieba?,Graubünden
