212,In wele Film het de Francis d Regie gmacht?,Ostschweiz
181,"Bitte tuen mir alli Film vom Steven Spielberg ufliste, wo meh als 80 Millione Dollar generiert hend.",Ostschweiz
300,Wär isch de grössti Basketballspieler?,Ostschweiz
300,Wär isch de grössti Basketballspiler?,Ostschweiz
346,Wär tue d BBC Wildlife Specials präsentiere?,Ostschweiz
19,Wär isch uf de Apollo 14 gsi?,Ostschweiz
117,Weli Politiker sind Methodiker?,Ostschweiz
241,Wie oft isch d Jana Fonda verhüürotet gsi?,Ostschweiz
75,Wie viel Musee gits in Paris?,Ostschweiz
125,Wa cha de Cat Stevens für Instrument spiele?,Ostschweiz
