504,Mit wem isch d Tochter vom Bill Clinton verhürotet,Zürich
471,Mit wem isch de Tom Hanks verhürotet?,Zürich
540,Wer sind d eltere vo de ehefrau vom Juan Carlos I?,Zürich
518,Wo isch de Abraham Lincoln gstorbe?,Zürich
103,Isch de Marc Chargall en jud gsii?,Zürich
229,list mer alli startrampe vo de nasa uuf.,Zürich
478,"list alle rahmfahrzüg uuf, wo zum mars gfloge sind",Zürich
39,"list alli schwimmer uuf, wo i moskau gebore wurde sind",Zürich
366,a was isch de Bruce Carver gstorbe?,Zürich
326,Welli stadt het am wenigste iiwohnendi?,Zürich
