329,wer het s buech d Süle vu de Welt gschribe?,Ostschweiz
154,welli partei regiert i lissabon?,Ostschweiz
237,wenn isch de Shakespeare gstorbe?,Ostschweiz
315,welli TV-Serie isch vu Walt Disney entwickelt worde?,Ostschweiz
71,welle Papst isch nachem Johannes Paul II ko?,Ostschweiz
328,spilt de Neymar für Real Madrid?,Ostschweiz
81,welli Schauspieler sind i dütschland gebore worde?,Ostschweiz
479,liste alli tschechische film uf,Ostschweiz
374,wie heisst d hauptstadt vu kanada?,Ostschweiz
165,isch di grösst stadt vu ägypte au d hauptstadt?,Ostschweiz
