418,Welles vielflügerprogramm hett am meista fluglinia?,Graubünden
37,Wo isch der hillel slovak gstorba?,Graubünden
357,Wia gross isch der michael jordan?,Graubünden
114,In wellem us bundesstaat liggt der mount mckinley?,Graubünden
506,Welli wellalängi hett indigo?,Graubünden
467,Wiaviel studenta hett dia frei universität amsterdam?,Graubünden
508,Wer hettma scarface gnennt?,Graubünden
355,Hett der socrates der aristoteles beiflusst?,Graubünden
112,Tuanmer alli bibliotheka uflista wo vor 1400 gründet worda sind.,Graubünden
80,Uf welli länder erstreckt sich ds himalaya gebirge?,Graubünden
