182,tuan alli fuassballverein us spania uflista,Graubünden
363,an wellna militärischa konflikt het dr lawrence vu arabia teilgno?,Graubünden
5,in wellna länder gits ort mit me als zwei höhlena?,Graubünden
264,flüsst d isar in a see?,Graubünden
365,tuan alli büacher mit me als 300 sitena vum william goldmann uflista,Graubünden
426,welli software isch durch mean hamster software veröffentlicht worda?,Graubünden
411,welli amerikanischi präsidenta sind während em vietnamkriag im amt ksi?,Graubünden
336,wia viel het pulp fiction kostet?,Graubünden
59,wia viel ihwohner het maribor?,Graubünden
404,wia heisst dr ersti nama vur band queens of the stone age?,Graubünden
