211,Wia heissen dEntwickler vu DBpedia?,Graubünden
336,Wia viel hät Pulp Ficiton kostet?,Graubünden
12,Zaig dEnkelkinder vum Bruce Lee?,Graubünden
81,Welli Schauspieler sind in Dütschland gebora? ,Graubünden
464,Welli Weltruumsonda sind in dr Orbit vu da Sunna gschickt worda?,Graubünden
481,Welli Länder händ meh als 10 Vulkan? ,Graubünden
481,Welli Länder händ meh als 10 Vulkän? ,Graubünden
330,Sind dEltera vum Prinz Harry und vum Prinz William dia glicha? ,Graubünden
323,Wia viel Kosta hät dr Lego-Movie verursacht? ,Graubünden
528,Wia isch dr Muhammad gstorba?,Graubünden
353,Wär isch in da grossa Pyramida vu Gyzeh beärdigt worda? ,Graubünden
