214,Wo hät ds britischa Parlament sind Sitz?,Graubünden
523,Welli Tiararta sind stark gföhrdet?,Graubünden
513,Wia heissen d Ninja Turtles?,Graubünden
205,Zu wellem Bundesstaat ghört d Penn State Universität?,Graubünden
424,Wär isch dr Bürgermeischter vu Berlin?,Graubünden
39,"List miar alli Schwimmer uf, wo in Moskau gebora worda sind.",Graubünden
525,Wia gross isch dr Durchmesser vur Erda?,Graubünden
315,Welli TV-Seria hätt dr Walt Disney entwicklet?,Graubünden
269,Isch dr Barack Obama Demokrat?,Graubünden
58,"Gib miar a Lista mit allna Insla, wo zu Japan ghörend.",Graubünden
