60,zell mir alli Apollo-14 astronoute uf,Ostschweiz
446,i wellere Stadt isch de Präsident bu Montenegro gebore?,Ostschweiz
191,wie heisst de König vu holland?,Ostschweiz
161,wer het de agent wmith i de matrix gspilt?,Ostschweiz
421,welli flughäfe gits i Kalifornie ide USA?,Ostschweiz
198,welli zuetate brucht mer für en Karottekueche?,Ostschweiz
481,welli länder hend meh als 10 vulkan?,Ostschweiz
80,über welli länder erstrekend sich d Himalaya gebirge?,Ostschweiz
508,wem het mer Scarface gseit?,Ostschweiz
268,wo het d Heineken Brauerei ihren Sitz?,Ostschweiz
